,fee,last_month,estimate_value,admin,name,trade_first_status,set_up,cumulative_value,grade,manager,scale,last_3_month,last_half_year,type,fund_id,trade_sencond_status,last_3_yesr,setup_date,unit_value,last_year
5826,0.15%,-6.79%,1.3617,工银瑞信基金,工银新蓝筹股票,开放申购  ,36.00%,1.3600,jjpj,王筱苓,4.01,-2.44%,7.85%,股票型,1651,开放赎回,--,2015-08-06,1.3600,18.36%
5827,0.15%,4.14%,1.5921,国泰基金,国泰大健康股票,开放申购  ,56.10%,1.5610,jjpj,徐治彪,2.95,1.17%,2.50%,股票型,1645,开放赎回,--,2016-02-03,1.5610,11.42%
5828,0.15%,0.28%,1.0649,富国基金,富国绝对收益多策略混合,暂停申购  ,6.50%,1.0650,jjpj,于鹏,1.33,1.72%,1.62%,混合型,1641,暂停赎回,--,2015-09-17,1.0650,4.41%
5829,0.00%,-2.97%,0.9661,汇丰晋信基金,汇丰晋信智造先锋股票C,开放申购  ,-5.37%,0.9466,jjpj,吴培文,0.19,-8.76%,-2.02%,股票型,1644,开放赎回,--,2015-09-30,0.9466,-9.11%
5830,,0.09%,1.0711,嘉实基金,嘉实新常态混合C,限大额  ,7.00%,1.0700,jjpj,胡永青,0.06,-0.09%,1.90%,混合型,1640,开放赎回,--,2016-03-30,1.0700,4.19%
5831,0.15%,-7.07%,0.9724,工银瑞信基金,工银新价值灵活配置混合,开放申购  ,-4.00%,0.9600,jjpj,游凛峰,1.44,-4.10%,-5.42%,混合型,1648,开放赎回,--,2017-04-27,0.9600,--
5832,0.15%,-2.94%,0.9780,汇丰晋信基金,汇丰晋信智造先锋股票A,开放申购  ,-4.21%,0.9582,jjpj,吴培文,0.75,-8.65%,-1.76%,股票型,1643,开放赎回,--,2015-09-30,0.9582,-8.75%
5833,,-1.35%,1.0992,工银瑞信基金,工银丰收回报灵活配置混合A,暂停申购  ,9.80%,1.0980,jjpj,刘柯,1.00,0.46%,3.20%,混合型,1650,暂停赎回,--,2015-10-27,1.0980,8.71%
5834,,0.00%,1.0771,嘉实基金,嘉实新常态混合A,限大额  ,7.60%,1.0760,jjpj,胡永青,0.33,0.00%,1.70%,混合型,1639,开放赎回,--,2016-03-30,1.0760,4.16%
5835,0.15%,-5.21%,1.4168,长安基金,长安鑫富领先混合,限大额  (,40.00%,1.4000,jjpj,林忠晶,1.82,-0.50%,13.18%,混合型,1657,),--,2017-02-22,1.4000,35.14%
5836,0.15%,-2.11%,1.2643,前海开源基金,前海开源优势蓝筹股票C,开放申购  ,25.50%,1.2550,jjpj,柯海东,0.11,-5.07%,7.54%,股票型,1638,开放赎回,--,2015-07-06,1.2550,24.38%
5837,0.15%,-5.48%,1.0911,农银汇理基金,农银中国优势灵活配置混合,开放申购  ,7.33%,1.0733,jjpj,顾旭俊,0.72,-3.83%,1.59%,混合型,1656,开放赎回,--,2017-06-08,1.0733,--
5838,0.15%,-3.68%,1.0681,嘉实基金,嘉实腾讯自选股大数据策略股票,开放申购  ,4.60%,1.0460,jjpj,刘斌,4.13,-4.91%,-8.17%,股票型,1637,开放赎回,--,2015-12-07,1.0460,-5.08%
5839,0.00%,-1.09%,1.2147,万家基金,万家瑞益灵活配置混合C,开放申购  ,20.81%,1.2081,jjpj,高翰昆,4.22,3.14%,4.16%,混合型,1636,开放赎回,--,2015-12-07,1.2081,8.13%
5840,0.06%,-1.06%,1.2391,万家基金,万家瑞益灵活配置混合A,开放申购  ,23.22%,1.2322,jjpj,高翰昆,0.01,3.41%,4.73%,混合型,1635,开放赎回,--,2015-12-07,1.2322,9.20%
5841,0.00%,8.84%,0.7340,天弘基金,天弘中证计算机指数C,开放申购  ,-26.74%,0.7326,jjpj,张子法,1.03,8.58%,6.53%,股票指数,1630,开放赎回,--,2015-07-29,0.7326,4.88%
5842,,-3.48%,0.9850,万家基金,万家瑞祥混合A,开放申购  ,6.40%,1.0649,jjpj,高翰昆,5.00,-1.72%,0.17%,混合型,1633,开放赎回,--,2016-11-17,0.9829,4.70%
5843,0.10%,8.84%,0.7388,天弘基金,天弘中证计算机指数A,开放申购  ,-26.27%,0.7373,jjpj,张子法,0.58,8.63%,6.65%,股票指数,1629,开放赎回,--,2015-07-29,0.7373,5.15%
5844,,-3.49%,0.9804,万家基金,万家瑞祥混合C,开放申购  ,6.11%,1.0622,jjpj,高翰昆,0.00,-1.77%,0.06%,混合型,1634,开放赎回,--,2016-11-17,0.9783,4.48%
5845,0.15%,-6.64%,1.2810,国泰基金,国泰央企改革股票,开放申购  ,26.60%,1.2660,jjpj,饶玉涵,2.24,-4.74%,3.26%,股票型,1626,开放赎回,--,2015-09-01,1.2660,14.99%
5846,0.00%,-4.75%,1.3891,天弘基金,天弘中证食品饮料指数C,开放申购  ,38.85%,1.3885,jjpj,张子法,1.78,-4.14%,5.41%,股票指数,1632,开放赎回,--,2015-07-29,1.3885,18.41%
5847,0.15%,-4.29%,0.8212,招商基金,招商体育文化休闲股票,开放申购  ,-19.60%,0.8040,jjpj,李佳存,0.57,-5.41%,-0.25%,股票型,1628,开放赎回,--,2015-08-18,0.8040,-0.50%
5848,0.00%,0.31%,0.9701,兴业基金,兴业添天盈货币B,开放申购  ,8.87%,4.01%,jjpj,杨逸君,79.83,1.03%,2.08%,货币型,1625,开放赎回,--,2015-07-23,3.9270%,4.19%
5849,,-1.22%,1.1891,新华基金,新华鑫锐混合,开放申购  ,17.01%,1.1701,jjpj,李会忠,1.81,1.59%,4.13%,混合型,1622,开放赎回,--,2016-10-26,1.1701,12.27%
5850,,0.27%,0.9507,国金基金,国金金腾通货币C,开放申购  ,7.17%,3.58%,jjpj,刘辉,22.93,0.85%,1.73%,货币型,1621,开放赎回,--,2015-09-28,3.5400%,3.42%
5851,0.15%,-4.44%,1.2586,兴业基金,兴业国企改革混合,开放申购  ,24.80%,1.2480,jjpj,刘方旭,1.53,-4.07%,6.67%,混合型,1623,开放赎回,--,2015-09-17,1.2480,16.85%
5852,0.00%,1.12%,1.0077,天弘基金,天弘中证电子指数C,开放申购  ,0.71%,1.0071,jjpj,张子法,1.63,1.56%,3.79%,股票指数,1618,开放赎回,--,2015-07-29,1.0071,11.48%
5853,0.10%,-4.74%,1.3980,天弘基金,天弘中证食品饮料指数A,开放申购  ,39.73%,1.3973,jjpj,张子法,2.38,-4.08%,5.53%,股票指数,1631,开放赎回,--,2015-07-29,1.3973,18.70%
5854,0.15%,-4.08%,1.4793,嘉实基金,嘉实环保低碳股票,开放申购  ,45.90%,1.4590,jjpj,姚志鹏,32.41,-7.13%,0.14%,股票型,1616,开放赎回,--,2015-12-30,1.4590,16.44%
5855,0.15%,-5.89%,0.7915,东方基金,东方区域发展混合,开放申购  ,-21.05%,0.7895,jjpj,薛子徵,0.26,-5.06%,-15.33%,混合型,1614,开放赎回,--,2016-09-07,0.7895,-17.61%
5856,0.12%,3.80%,1.0390,长城基金,长城久祥保本,开放申购  ,--,1.0380,jjpj,陈良栋,11.71,0.39%,0.78%,保本型  ,1613,开放赎回,2.17%,2015-11-09,1.0380,1.17%
5857,,0.09%,1.1158,嘉实基金,嘉实新机遇混合发起式,封闭期  ,10.60%,1.1060,jjpj,王茜,453.23,-2.21%,-2.38%,混合型,1620,开放赎回,--,2015-07-13,1.1060,4.93%
5858,0.00%,0.29%,0.9041,兴业基金,兴业添天盈货币A,开放申购  ,8.20%,3.76%,jjpj,杨逸君,0.00,0.97%,1.96%,货币型,1624,开放赎回,--,2015-07-23,3.6720%,3.94%
5859,0.12%,-0.93%,1.0631,中欧基金,中欧睿尚定期开放混合,暂停申购  ,6.20%,1.0620,jjpj,孙倩倩,2.58,-0.28%,-0.75%,混合型,1615,暂停赎回,--,2015-09-02,1.0620,1.14%
5860,0.10%,-0.80%,0.5481,天弘基金,天弘中证休闲娱乐指数A,开放申购  ,-45.18%,0.5482,jjpj,张子法,0.14,0.31%,-9.87%,股票指数,1611,开放赎回,--,2015-07-29,0.5482,-19.22%
5861,0.10%,1.15%,1.0151,天弘基金,天弘中证电子指数A,开放申购  ,1.44%,1.0144,jjpj,张子法,0.73,1.63%,3.90%,股票指数,1617,开放赎回,--,2015-07-29,1.0144,11.77%
5862,0.00%,-0.84%,0.5444,天弘基金,天弘中证休闲娱乐指数C,开放申购  ,-45.56%,0.5444,jjpj,张子法,0.22,0.24%,-9.99%,股票指数,1612,开放赎回,--,2015-07-29,0.5444,-19.44%
5863,0.00%,-0.48%,1.0450,英大基金,英大策略优选C,限大额  (,2.64%,1.0264,jjpj,袁忠伟,0.00,-0.10%,-0.58%,混合型,1608,),--,2015-12-02,1.0264,4.61%
5864,,-3.84%,1.1824,平安大华基金,平安大华鑫享混合C,限大额  ,17.70%,1.1770,jjpj,WANG AO(汪澳),2.21,-1.26%,2.44%,混合型,1610,开放赎回,--,2015-07-28,1.1770,8.28%
5865,0.15%,-1.58%,1.2017,国海富兰克林基金,国富沪港深成长精选股票,开放申购  ,18.40%,1.1840,jjpj,徐成,1.01,2.87%,16.42%,股票型,1605,开放赎回,--,2016-01-20,1.1840,25.96%
5866,,-3.86%,1.1771,平安大华基金,平安大华鑫享混合A,限大额  ,17.20%,1.1720,jjpj,WANG AO(汪澳),0.26,-1.26%,2.36%,混合型,1609,开放赎回,--,2015-07-28,1.1720,8.32%
5867,0.08%,-0.46%,1.2107,英大基金,英大策略优选A,限大额  (,18.92%,1.1892,jjpj,袁忠伟,1.05,-0.01%,-0.39%,混合型,1607,),--,2015-12-02,1.1892,5.03%
5868,,-1.01%,1.0151,鑫元基金,鑫元鑫新收益灵活配置混合C,限大额  ,1.70%,1.0171,jjpj,陈令朝,0.00,-1.61%,-0.79%,混合型,1602,开放赎回,--,2015-07-15,1.0071,0.11%
5869,,-0.96%,1.0199,鑫元基金,鑫元鑫新收益灵活配置混合A,限大额  ,3.18%,1.0319,jjpj,陈令朝,3.59,-1.44%,-1.01%,混合型,1601,开放赎回,--,2015-07-15,1.0119,0.19%
5870,0.00%,-1.52%,0.8719,天弘基金,天弘中证高端装备制造C,开放申购  ,-14.85%,0.8515,jjpj,张子法,0.21,-8.25%,-8.35%,股票指数,1600,开放赎回,--,2015-07-08,0.8515,-9.11%
5871,0.10%,-1.50%,0.8785,天弘基金,天弘中证高端装备制造A,开放申购  ,-14.20%,0.8580,jjpj,张子法,0.16,-8.21%,-8.25%,股票指数,1599,开放赎回,--,2015-07-08,0.8580,-8.85%
5872,0.10%,-6.98%,1.1912,易方达基金,易方达安盈回报混合,开放申购  ,18.60%,1.1860,jjpj,张清华,1.62,-3.89%,1.98%,混合型,1603,开放赎回,--,2017-02-16,1.1860,14.04%
5873,0.15%,0.00%,1.2586,招商基金,招商丰融混合A,限大额  (,24.90%,1.2490,jjpj,王刚,5.66,-0.08%,0.97%,混合型,1597,),--,2015-11-17,1.2490,10.34%
5874,0.15%,-8.79%,1.3592,农银汇理基金,农银工业4.0混合,开放申购  ,35.37%,1.3537,jjpj,颜伟鹏,2.58,-8.77%,6.45%,混合型,1606,开放赎回,--,2015-08-13,1.3537,22.36%
5875,0.15%,-2.28%,0.9991,浙商证券资管,浙商汇金转型升级灵活配置混合,开放申购  ,-1.50%,0.9850,jjpj,赵语涛,0.15,-1.01%,-6.10%,混合型,1604,开放赎回,--,2016-02-03,0.9850,-1.60%
5876,0.15%,0.00%,1.2314,招商基金,招商丰融混合C,限大额  (,22.20%,1.2220,jjpj,王刚,0.01,-0.16%,0.74%,混合型,1598,),--,2015-11-17,1.2220,9.99%
5877,0.00%,-7.60%,1.0835,天弘基金,天弘中证银行指数C,开放申购  ,8.30%,1.0830,jjpj,张子法,0.69,-2.49%,0.12%,股票指数,1595,开放赎回,--,2015-07-08,1.0830,12.18%
5878,0.00%,2.69%,0.7153,天弘基金,天弘创业板C,开放申购  ,-30.83%,0.6917,jjpj,张子法,3.03,1.84%,-4.55%,股票指数,1593,开放赎回,--,2015-07-08,0.6917,-10.74%
5879,0.00%,-4.74%,0.9021,天弘基金,天弘中证800指数C,开放申购  ,-10.82%,0.8918,jjpj,张子法,0.09,-4.40%,-1.28%,股票指数,1589,开放赎回,--,2015-07-16,0.8918,7.97%
5880,0.10%,-7.59%,1.0915,天弘基金,天弘中证银行指数A,开放申购  ,9.10%,1.0910,jjpj,张子法,0.74,-2.43%,0.24%,股票指数,1594,开放赎回,--,2015-07-08,1.0910,12.45%
5881,0.00%,-6.81%,1.0794,天弘基金,天弘中证100指数C,开放申购  ,7.54%,1.0754,jjpj,张子法,0.28,-3.09%,5.43%,股票指数,1587,开放赎回,--,2015-07-16,1.0754,20.52%
5882,0.10%,-0.53%,0.7488,天弘基金,天弘中证环保产业A,开放申购  ,-26.71%,0.7329,jjpj,张子法,0.19,-9.01%,-12.44%,股票指数,1590,开放赎回,--,2015-07-16,0.7329,-12.93%
5883,0.10%,-6.80%,1.0872,天弘基金,天弘中证100指数A,开放申购  ,8.32%,1.0832,jjpj,张子法,0.18,-3.03%,5.55%,股票指数,1586,开放赎回,--,2015-07-16,1.0832,20.83%
5884,0.10%,2.71%,0.7220,天弘基金,天弘创业板A,开放申购  ,-30.19%,0.6981,jjpj,张子法,3.53,1.90%,-4.44%,股票指数,1592,开放赎回,--,2015-07-08,0.6981,-10.51%
5885,0.10%,-4.53%,1.1224,中信保诚基金,信诚新泽A,开放申购  ,11.60%,1.1160,jjpj,杨旭,0.00,0.00%,6.49%,混合型,1596,开放赎回,--,2017-06-27,1.1160,--
5886,,0.21%,1.0823,国投瑞银基金,国投瑞银新活力定开混合C,暂停申购  ,8.65%,1.0863,jjpj,宋璐,2.46,0.21%,2.59%,混合型,1585,暂停赎回,--,2015-11-17,1.0823,4.17%
5887,,0.21%,1.0960,国投瑞银基金,国投瑞银新活力定开混合A,暂停申购  ,9.85%,1.0983,jjpj,吴潇,0.00,0.30%,2.46%,混合型,1584,暂停赎回,--,2015-11-17,1.0943,4.92%
5888,0.15%,-1.77%,1.4013,华安基金,华安沪港深通精选灵活配置混合,开放申购  ,38.60%,1.3860,jjpj,苏圻涵,1.59,5.32%,16.57%,混合型,1581,开放赎回,--,2017-02-16,1.3860,37.50%
5889,0.10%,-4.73%,0.9082,天弘基金,天弘中证800指数A,开放申购  ,-10.22%,0.8978,jjpj,张子法,1.34,-4.34%,-1.17%,股票指数,1588,开放赎回,--,2015-07-16,0.8978,8.22%
5890,0.08%,0.50%,1.0257,博时基金,博时裕瑞纯债债券,限大额  (,7.39%,1.0723,jjpj,鲁邦旺,3.04,1.22%,1.36%,债券型,1578,),--,2015-06-30,1.0258,2.53%
5891,0.15%,-7.36%,1.3273,安信基金,安信新常态股票,开放申购  ,31.00%,1.3100,jjpj,蓝雁书,4.83,-3.11%,5.39%,股票型,1583,开放赎回,--,2015-08-07,1.3100,25.48%
5892,,-0.47%,1.0501,南方基金,南方利安C,限大额  ,4.90%,1.0490,jjpj,吴剑毅,0.00,-0.47%,-1.32%,混合型,1580,开放赎回,--,2015-11-19,1.0490,-0.38%
5893,0.15%,-0.18%,1.0871,大成基金,大成景辉灵活配置混合A,限大额  (,8.70%,1.0870,jjpj,孙丹,7.42,0.65%,1.78%,混合型,1582,),--,2015-11-30,1.0870,3.72%
5894,0.15%,-5.85%,1.0904,国泰基金,国泰大农业股票,限大额  (,7.90%,1.0790,jjpj,程洲,0.98,-2.53%,6.62%,股票型,1579,),--,2017-06-15,1.0790,--
5895,0.15%,0.27%,1.1368,国泰基金,国泰智能装备股票,开放申购  ,11.20%,1.1120,jjpj,周伟锋,9.07,0.27%,-2.37%,股票型,1576,开放赎回,--,2017-06-21,1.1120,--
5896,0.15%,-0.47%,1.0501,南方基金,南方利安A,限大额  (,4.90%,1.0490,jjpj,吴剑毅,8.29,-0.47%,-1.32%,混合型,1570,),--,2015-11-19,1.0490,-0.29%
5897,0.01%,0.58%,1.0313,兴银基金,兴银稳健债券,限大额  (,3.16%,1.0316,jjpj,杨凡颖,35.49,1.81%,2.29%,债券型,1575,),--,2015-12-14,1.0316,3.99%
5898,0.00%,1.46%,1.0441,嘉合基金,嘉合磐石C,开放申购  ,14.76%,1.1450,jjpj,季慧娟,7.22,2.35%,3.29%,混合型,1572,开放赎回,--,2015-07-03,1.0450,5.18%
5899,0.12%,1.35%,1.0521,嘉合基金,嘉合磐石A,开放申购  ,15.52%,1.1530,jjpj,季慧娟,0.26,2.23%,3.15%,混合型,1571,开放赎回,--,2015-07-03,1.0530,3.70%
5900,0.15%,-9.99%,1.1530,嘉实基金,嘉实低价策略股票,开放申购  ,14.40%,1.1440,jjpj,李帅,2.98,-10.83%,-0.87%,股票型,1577,开放赎回,--,2015-07-27,1.1440,8.44%
5901,0.15%,-6.00%,0.9688,中海基金,中海混改红利混合,开放申购  ,-4.40%,0.9560,jjpj,邱红丽,0.52,-5.25%,0.42%,混合型,1574,开放赎回,--,2015-11-11,0.9560,10.65%
5902,0.15%,0.90%,1.0281,南方基金,南方互联网+灵活配置混合,开放申购  ,1.10%,1.0110,jjpj,张原,3.99,1.00%,--,混合型,1573,开放赎回,--,2017-11-27,1.0110,--
5903,0.15%,6.40%,0.7419,泰信基金,泰信国策驱动灵活配置混合,开放申购  ,-25.20%,0.7480,jjpj,车广路,1.54,1.08%,-9.88%,混合型,1569,开放赎回,--,2015-10-27,0.7480,-9.22%
5904,1.50%,-1.30%,1.4618,上海东方证券资产管理,东方红京东大数据混合,限大额  (,44.00%,1.4400,jjpj,周云,32.36,-1.84%,3.75%,混合型,1564,),--,2015-07-31,1.4400,13.83%
5905,0.15%,-0.18%,0.7833,永赢基金,永赢量化混合发起式,开放申购  ,-21.67%,0.7833,jjpj,周华睿,0.38,-0.34%,-3.77%,混合型,1565,开放赎回,--,2015-08-06,0.7833,-5.28%
5906,0.10%,0.08%,0.6251,天弘基金,天弘中证移动互联网A,开放申购  ,-39.20%,0.6080,jjpj,张子法,0.15,-4.03%,-3.28%,股票指数,1560,开放赎回,--,2015-06-30,0.6080,-2.27%
5907,0.15%,-1.27%,1.0886,南方基金,南方利达A,开放申购  ,8.70%,1.0870,jjpj,吴剑毅,1.08,0.28%,0.09%,混合型,1566,开放赎回,--,2015-07-08,1.0870,2.35%
5908,,-5.88%,--,易方达基金,易方达瑞和灵活配置混合,开放申购  ,-5.60%,0.9440,jjpj,萧楠,6.33,--,--,混合型,1562,开放赎回,--,2018-02-02,0.9440,--
5909,0.00%,0.07%,0.6201,天弘基金,天弘中证移动互联网C,开放申购  ,-39.68%,0.6032,jjpj,张子法,0.14,-4.10%,-3.41%,股票指数,1561,开放赎回,--,2015-06-30,0.6032,-2.54%
5910,,-1.27%,1.0886,南方基金,南方利达C,开放申购  ,8.70%,1.0870,jjpj,吴剑毅,0.00,0.28%,0.09%,混合型,1567,开放赎回,--,2015-07-08,1.0870,2.45%
5911,0.00%,-0.58%,0.8549,天弘基金,天弘量化驱动股票C,开放申购  ,-14.13%,0.8587,jjpj,张子法,0.78,9.17%,8.08%,股票型,1557,开放赎回,--,2015-06-30,0.8587,9.46%
5912,0.00%,5.27%,0.8714,天弘基金,天弘医疗健康混合C,开放申购  ,-13.37%,0.8663,jjpj,郭相博,1.07,8.79%,-1.89%,混合型,1559,开放赎回,--,2015-06-30,0.8663,12.55%
5913,0.10%,-6.34%,0.7639,天弘基金,天弘中证证券保险A,开放申购  ,-24.21%,0.7579,jjpj,张子法,1.00,-10.99%,-11.54%,股票指数,1552,开放赎回,--,2015-06-30,0.7579,3.13%
5914,0.00%,-5.05%,0.6259,天弘基金,天弘中证全指运输C,开放申购  ,-37.37%,0.6263,jjpj,张子法,0.11,-5.12%,-6.51%,股票指数,1555,开放赎回,--,2015-06-30,0.6263,-5.68%
5915,0.00%,6.45%,0.8080,天弘基金,天弘中证医药100C,开放申购  ,-20.75%,0.7925,jjpj,张子法,0.50,2.42%,6.59%,股票指数,1551,开放赎回,--,2015-06-30,0.7925,2.30%
5916,0.10%,-5.03%,0.6303,天弘基金,天弘中证全指运输A,开放申购  ,-36.93%,0.6307,jjpj,张子法,0.24,-5.07%,-6.40%,股票指数,1554,开放赎回,--,2015-06-30,0.6307,-5.44%
5917,0.15%,-0.54%,0.8616,天弘基金,天弘量化驱动股票A,开放申购  ,-13.44%,0.8656,jjpj,张子法,0.12,9.28%,8.25%,股票型,1556,开放赎回,--,2015-06-30,0.8656,9.76%
5918,0.12%,5.31%,0.8772,天弘基金,天弘医疗健康混合A,开放申购  ,-12.73%,0.8727,jjpj,刘盟盟,0.14,8.88%,-1.76%,混合型,1558,开放赎回,--,2015-06-30,0.8727,12.84%
5919,0.10%,6.47%,0.8134,天弘基金,天弘中证医药100A,开放申购  ,-20.22%,0.7978,jjpj,张子法,1.20,2.49%,6.73%,股票指数,1550,开放赎回,--,2015-06-30,0.7978,2.56%
5920,0.08%,0.77%,1.0105,博时基金,博时裕盈3个月定开债,封闭期  (,7.40%,1.0722,jjpj,鲁邦旺,23.02,1.78%,1.97%,定开债券,1546,),--,2015-09-29,1.0106,3.71%
5921,0.08%,0.52%,1.0076,博时基金,博时裕嘉纯债3个月定开债,封闭期  (,5.18%,1.0507,jjpj,鲁邦旺,12.18,1.41%,1.46%,定开债券,1545,),--,2015-12-02,1.0077,3.00%
5922,0.00%,-6.35%,0.7586,天弘基金,天弘中证证券保险C,开放申购  ,-24.74%,0.7526,jjpj,张子法,0.84,-11.04%,-11.65%,股票指数,1553,开放赎回,--,2015-06-30,0.7526,2.87%
5923,,-0.08%,1.2313,兴业基金,兴业聚惠灵活配置混合A,开放申购  ,23.00%,1.2300,jjpj,徐青,12.71,1.15%,3.02%,混合型,1547,开放赎回,--,2015-07-08,1.2300,5.58%
5924,0.10%,-7.47%,1.0646,天弘基金,天弘上证50指数A,开放申购  ,6.13%,1.0613,jjpj,张子法,2.52,-5.27%,2.38%,股票指数,1548,开放赎回,--,2015-07-16,1.0613,18.82%
5925,0.15%,-6.21%,1.2984,宝盈基金,宝盈新锐混合,开放申购  ,29.80%,1.2980,jjpj,肖肖,1.74,-3.49%,3.67%,混合型,1543,开放赎回,--,2015-11-04,1.2980,22.45%
5926,0.15%,-6.39%,0.9599,汇添富基金,汇添富民营新动力股票,开放申购  ,-6.30%,0.9370,jjpj,谭志强,5.73,-7.50%,-6.67%,股票型,1541,开放赎回,--,2015-08-07,0.9370,2.18%
5927,0.00%,-7.48%,1.0566,天弘基金,天弘上证50指数C,开放申购  ,5.33%,1.0533,jjpj,张子法,0.89,-5.33%,2.25%,股票指数,1549,开放赎回,--,2015-07-16,1.0533,18.53%
5928,0.15%,-3.90%,0.7517,浙商证券资管,浙商汇金转型驱动,开放申购  ,-26.10%,0.7390,jjpj,唐光英,4.20,-6.10%,-5.13%,混合型,1540,开放赎回,--,2015-07-27,0.7390,-0.67%
5929,0.15%,-4.57%,1.1201,南方基金,南方君选,开放申购  ,20.03%,1.1930,jjpj,茅炜,3.25,-3.45%,-0.17%,混合型,1536,开放赎回,--,2016-02-03,1.1490,6.00%
5930,0.15%,-8.42%,1.0286,景顺长城基金,景顺长城改革机遇灵活配置混合,开放申购  ,1.20%,1.0120,jjpj,刘晓明,0.59,-8.66%,-6.73%,混合型,1535,开放赎回,--,2015-09-01,1.0120,-4.53%
5931,0.12%,-7.53%,1.2110,嘉实基金,嘉实中证金融地产ETF联接,开放申购  ,20.63%,1.2063,jjpj,何如,0.40,-5.99%,-2.67%,联接基金,1539,开放赎回,--,2015-08-06,1.2063,10.15%
5932,0.15%,-8.82%,1.8161,国泰基金,国泰互联网+股票,限大额  (,81.90%,1.8190,jjpj,彭凌志,45.92,-11.31%,-2.36%,股票型,1542,),--,2015-08-04,1.8190,27.74%
5933,0.15%,-1.55%,0.8410,华宝基金,华宝万物互联混合,开放申购  ,-17.50%,0.8250,jjpj,楼鸿强,3.49,-3.62%,0.73%,混合型,1534,开放赎回,--,2015-06-30,0.8250,5.36%
5934,0.15%,-3.12%,1.1101,上投摩根基金,上投摩根科技前沿灵活配置混合,开放申购  ,8.70%,1.0870,jjpj,李德辉,0.75,-2.34%,4.02%,混合型,1538,开放赎回,--,2015-07-09,1.0870,12.53%
5935,0.12%,-1.84%,1.1095,华泰柏瑞基金,华泰柏瑞爱利混合,限大额  (,10.73%,1.1073,jjpj,杨景涵,5.51,0.56%,1.15%,混合型,1533,),--,2016-09-20,1.1073,7.61%
5936,0.15%,-3.39%,1.0211,中加基金,中加改革红利混合,开放申购  ,5.61%,1.0596,jjpj,张旭,1.98,-2.95%,-7.70%,混合型,1537,开放赎回,--,2015-08-13,0.9996,-5.75%
5937,,0.32%,1.1457,天弘基金,天弘云商宝,开放申购  ,8.69%,4.30%,jjpj,王登峰,1675.02,1.05%,2.07%,货币型,1529,开放赎回,--,2015-06-25,4.3020%,4.18%
5938,,-1.75%,0.9885,万家基金,万家瑞富灵活配置混合,开放申购  ,1.71%,1.0175,jjpj,高翰昆,6.22,-1.92%,-2.32%,混合型,1530,开放赎回,--,2016-11-25,0.9875,-0.23%
5939,0.15%,-3.67%,1.0738,华泰柏瑞基金,华泰柏瑞精选回报混合,限大额  (,6.97%,1.0697,jjpj,罗远航,5.49,-2.36%,-1.30%,混合型,1524,),--,2016-03-29,1.0697,4.24%
5940,0.15%,-1.29%,1.0957,华安基金,华安文体健康混合,开放申购  ,7.30%,1.0730,jjpj,苏圻涵,1.81,-1.74%,-0.37%,混合型,1532,开放赎回,--,2017-06-08,1.0730,--
5941,,0.31%,1.0611,鑫元基金,鑫元安鑫宝货币B,限大额  ,8.84%,4.59%,jjpj,颜昕,7.89,0.99%,2.00%,货币型,1527,开放赎回,--,2015-06-26,4.9650%,4.03%
5942,0.15%,-4.83%,1.4696,诺安基金,诺安先进制造股票,开放申购  ,45.90%,1.4590,jjpj,韩冬燕,3.77,-2.34%,10.87%,股票型,1528,开放赎回,--,2015-08-21,1.4590,20.38%
5943,0.15%,11.50%,1.1161,招商基金,招商安益保本混合,开放申购  ,--,1.1150,jjpj,马龙,8.99,0.45%,1.64%,保本型  ,1531,开放赎回,4.21%,2015-07-14,1.1150,2.29%
5944,0.10%,0.29%,1.1126,博时基金,博时新策略灵活配置混合A,限大额  (,11.14%,1.1114,jjpj,王曦,7.41,1.23%,2.38%,混合型,1522,),--,2015-11-23,1.1114,4.94%
5945,0.06%,-4.49%,1.4728,万家基金,万家瑞兴,开放申购  ,118.51%,2.0976,jjpj,莫海波,4.67,4.45%,8.70%,混合型,1518,开放赎回,--,2015-07-23,1.4576,11.89%
5946,0.15%,-1.98%,0.9971,国投瑞银基金,国投瑞银研究精选股票,开放申购  ,-1.10%,0.9890,jjpj,桑俊,2.26,-1.30%,--,股票型,1520,开放赎回,--,2017-12-01,0.9890,--
5947,0.15%,2.91%,1.2336,易方达基金,易方达信息产业混合,开放申购  ,20.40%,1.2040,jjpj,郑希,2.32,0.08%,5.71%,混合型,1513,开放赎回,--,2016-09-27,1.2040,14.56%
5948,,0.35%,1.1556,大成基金,大成月月盈短期理财债券E,开放申购  ,10.70%,4.35%,jjpj,陈会荣,25.91,1.14%,2.20%,理财型,1516,开放赎回,--,2015-06-16,4.3640%,4.44%
5949,,0.33%,1.1215,鑫元基金,鑫元安鑫宝货币A,限大额  ,3.94%,4.84%,jjpj,颜昕,26.83,1.05%,2.12%,货币型,1526,开放赎回,--,2015-06-26,5.2160%,3.94%
5950,,-7.69%,1.1410,平安大华基金,平安大华新鑫先锋C,开放申购  ,-35.70%,1.1400,jjpj,邓翔,0.01,-7.84%,-1.13%,混合型,1515,开放赎回,--,2015-06-16,1.1400,5.46%
5951,,0.37%,1.0829,易方达基金,易方达中债3-5年期国债指数,开放申购  ,8.30%,1.0830,jjpj,张雅君,1.10,1.50%,1.40%,债券指数,1512,开放赎回,--,2015-07-08,1.0830,1.03%
